name,address,categories,rating,user_ratings_total,place_id,lat,lng,sources
lh.salón nails,"Sevilla 111, Nueva España, Distrito Tec, 64740 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.8,39,ChIJz_blAzO_YoYRrmc4PkaOP50,25.6448107,-100.2878395,美甲｜蒙特雷
Li JiANG maid cafe store,"Av. Del Estado 244, Tecnologico, Distrito Tec, 64700 Monterrey, N.L., 墨西哥",餐饮,4.4,824,ChIJIw4ReLe_YoYRihq91UKTiJk,25.6501022,-100.294341,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Lilian HAIR SALON,"C. Paseo de las Fuentes 4324-LB, Villa Las Fuentes, 64890 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.8,20,ChIJMydLGGe_YoYR7zy1Clyu1As,25.610427,-100.2671741,发廊｜蒙特雷
Logística Internacional Integrada,"Sin Nombre de Col 18, 66358 圣卡塔琳娜新萊昂州墨西哥",物流/清关,5,1,ChIJCRZqXQ6YYoYRLa4AJCw8I4k,25.6743749,-100.4680053,物流｜蒙特雷
London Peluqueria salón,"C. Julio A. Roca 1156, Croc, 64200 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.5,39,ChIJQS3Rg0iRYoYRj1PIABQwbrQ,25.7731008,-100.3733183,美容｜蒙特雷
London peluquería,"Avenida, Roberto Espinoza 1300, Real de Anáhuac, 66446 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,5,9,ChIJy4dWXpqVYoYRjEA3zWxY568,25.7359993,-100.2614441,美发｜蒙特雷
Los Fresnos Restaurante (Suc. Aeropuerto),"Rogelio González # 100, Interior 12-13 Parque Industrial Stiva, Aeropuerto, 66626 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.6,8101,ChIJsRZ-JMnuYoYR4dWu-ejSPyo,25.7890524,-100.1436107,串串｜蒙特雷
Los Frijoles Merendero y Cantina,"Albino Espinosa 239-Oriente, Centro, 64000 Monterrey, N.L., 墨西哥",餐饮,4.6,14159,ChIJbb0qHYeVYoYRFMBkRe-rcys,25.677948,-100.3125851,mala tang｜蒙特雷
Los Tacos Parrillada - Revolución,"Av. Revolución 1022, Contry, 64865 Monterrey, N.L., 墨西哥",餐饮,4.1,89,ChIJ8e7PYwC_YoYR25OwyKZEFZg,25.6285484,-100.2729652,la mian｜蒙特雷
Lovaton Curly Hair Studio,"Av. Rómulo Garza No. 1324-Local 4, Hacienda los Morales 1er Sector, 66495 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,4.6,65,ChIJU6IlPfnrYoYRxhh7eTzeAUE,25.7190984,-100.2366844,发廊｜蒙特雷 | 美发｜蒙特雷
"LU, Nails, lashes & brows. Uñas, pestañas y cejas","Colonial S. Sebastián 221, Colonial San Miguel, 67113 test city, N.L., 墨西哥",美容/美发/美甲,5,13,ChIJ-2TTVrrrYoYR9LZYJnytq-g,25.7137732,-100.1911231,美甲｜蒙特雷
Lucky Comida China,"Av. Batallón de San Patricio 109 B, Zona San Agustín, 66260 San Pedro Garza García, N.L., 墨西哥",餐饮,4.3,15,ChIJWef-ome_YoYRXNa9_FbFUTs,25.6486898,-100.3381819,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Luis Ivan Salon Peluqueria,"Av Lázaro Cárdenas, Torrebrisas, Las Brisas, 64790 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.5,59,ChIJT6od23W_YoYRNIAljsE_A7k,25.6199889,-100.2825698,发廊｜蒙特雷 | 美发｜蒙特雷
Lunails,"Monte Santo 908, Villas del Poniente, Mitras Poniente, 66023 Mitras Poniente, N.L., 墨西哥",美容/美发/美甲,4.7,6,ChIJe2GdXuSRYoYRI7ByhsR1HuA,25.7830046,-100.4282806,美甲｜蒙特雷
MA Hair & Beauty Salón,"Sta. María 124, residencial Santa Julia, 67276 Cdad. Benito Juárez, N.L., 墨西哥",美容/美发/美甲,,,ChIJH66RCmPDYoYR14OVjHkc4_E,25.6160331,-100.1444175,美容｜蒙特雷
MAHLAIA NAIL SPA,"Av Paseo de los Leones 1205, Cumbres 1º Sector, 64610 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.8,47,ChIJezgUfzKXYoYRTwG8aGfPT3I,25.6974174,-100.3555075,美甲｜蒙特雷
MAI Beauty Center,"Av. Prolongación Ruiz Cortines #3000 SN, Plaza Domena, Local 20B, Col. Cumbres la Rioja, 66036 García, N.L., 墨西哥",美容/美发/美甲,4.7,126,ChIJ6bGs6_qbYoYRII0uvQB3mzs,25.7699914,-100.4617415,美发｜蒙特雷 | 美容｜蒙特雷
Makeup & mechas yazmin Villanueva,"Laureles, 67286 Bosques de San Pedro, N.L., 墨西哥",美容/美发/美甲,5,3,ChIJX7_sVBjBYoYRrzv3ivEUu0I,25.6011035,-100.1790672,发廊｜蒙特雷 | 美容｜蒙特雷
Mandala Salón-Peluquería,"Calle Fuente de los leones 104C Fraccionamiento Fuente de las concordias, 67275 Cdad. Benito Juárez, N.L., 墨西哥",美容/美发/美甲,5,2,ChIJf0rtVeXDYoYRhOtSIB3JFMM,25.6380905,-100.1333206,美发｜蒙特雷
Mandarín Hoy,"Calle Río Mississippi, Av. Paseo de Cumbres 315 Colonia, 64346 Monterrey, N.L., 墨西哥",教育/培训,5,45,ChIJu_GVYh6XYoYR7BZlbWViLfA,25.7543505,-100.4060211,中文学校｜蒙特雷 | 中文课｜蒙特雷 | 中文｜蒙特雷
Maneki Neko Sushi Suc. Nueva Linda Vista,"Olimpia 1527, Nueva Linda Vista, 67129 Guadalupe, N.L., 墨西哥",餐饮,4.3,482,ChIJTcQgbO3qYoYRL0KrEr5LFCQ,25.7063333,-100.2275,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Mantra Mind and Body Spa,"Carr Nacional 500-Local D228, Valle Alto, 64989 Monterrey, N.L., 墨西哥",按摩/养生,4.6,42,ChIJdcugw0_HYoYRkL66uuwe2iU,25.5756651,-100.2487739,按摩｜蒙特雷
Mantra Mind and Body Spa,"Río Moctezuma 303, Del Valle, 66220 San Pedro Garza García, N.L., 墨西哥",按摩/养生,4.6,335,ChIJRU6zsO-9YoYReScyJMVQC2M,25.6568139,-100.3625773,按摩｜蒙特雷
Maria Jose Beauty & Spa,"Av Perimetral Sur 132, Lomas del Poniente 1er Sector, 66369 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,5,1,ChIJeTKPFgCZYoYRhghiZ8mdJRQ,25.693834,-100.4579997,美容｜蒙特雷
Masajes M & H Escobedo,"Av. Sendero Divisorio 115, Balcones de Anáhuac, 64022 Cdad. Gral. Escobedo, N.L., 墨西哥",按摩/养生,4.4,5,ChIJ69xEm3SVYoYRFkdY3pengYs,25.7642159,-100.3211618,按摩｜蒙特雷
Masajes MQ,"Av. Benito Juárez 115 F, Los Elizondo, 66050 Cdad. Gral. Escobedo, N.L., 墨西哥",按摩/养生,5,1,ChIJ-egJo3yTYoYRy6HOJjKRtCE,25.7897988,-100.304703,按摩｜蒙特雷
Masajes Relajantes & Deportivos Roberth Aventuras.,"Triunfo de La Rep. 314, Paraíso, 67150 Guadalupe, N.L., 墨西哥",按摩/养生,4.9,17,ChIJ1e6knUTrYoYRt6TxzRhNL0c,25.6745275,-100.2695556,按摩｜蒙特雷
MC Studio Nails & Makeup,"Madagascar 4428, Laderas del Mirador (Fomerrey 21), 64765 Monterrey, N.L., 墨西哥",美容/美发/美甲,5,10,ChIJ4wJMNCe_YoYR7mrHdSy-Ib4,25.6298133,-100.3059519,美甲｜蒙特雷
Me Siento Natural MONTERREY,"Vista Azul 323, Linda Vista, 67123 Guadalupe, N.L., 墨西哥",医疗/中医,5,3,ChIJ75sjOrvrYoYRxxD_fGftWIk,25.6952939,-100.2511921,中医｜蒙特雷
Medicina Tradicional China,"C. Dr. Enrique C. Livas 301, Vista Hermosa, 64610 Monterrey, N.L., 墨西哥",医疗/中医,,,ChIJx1jbuAyWYoYRyz3ppCyUxBQ,25.6945495,-100.356433,中医｜蒙特雷
MEICO CHINA,"Av. Aztlán 6659, col moctezuma, 64204 Nuevo leon, N.L., 墨西哥",零售/超市,3.6,31,ChIJlxovQQaVYoYRf1o7zTWs0cc,25.7341191,-100.3482172,百货｜蒙特雷
Men and Boys Carretera Nacional,"Carr Nacional 1900-local 12, Sin Nombre de Col 50, 64988 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.3,61,ChIJjZkgOCq-YoYRhF9ChtKkjrM,25.5692402,-100.2416519,理发｜蒙特雷
Mexico,"66260墨西哥 Nuevo León, Monterrey, Zona San Agustín, Av. Diego Rivera",餐饮,,,ChIJO2e0i4m_YoYRM_sXxJI4bOo,25.6512503,-100.3349906,小吃｜蒙特雷
MG Auto Service Taller Automotriz,"Alfonso Santos Palomo, Coyoacán, 64510 Monterrey, N.L., 墨西哥",汽车/维修,4.9,27,ChIJg0z04m6VYoYR39jWI0rw9rU,25.705224,-100.2826704,修车｜蒙特雷
MG Beauty Extensions,"Circunvalación 101, Campania, 66170 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,,,ChIJ7UNoBACXYoYRxk0ZjRY6BRY,25.6670279,-100.4363784,美容｜蒙特雷
Mia,"Constituyentes de Queretaro 6to Sector, 66490 圣尼古拉斯市新萊昂州墨西哥",美容/美发/美甲,4.7,10,ChIJwS-72zCVYoYRWXrPIX8yEPk,25.7084986,-100.2689309,美容｜蒙特雷
Microderm Monterrey,"Loma Florida 2312, Loma Larga, 64710 Monterrey, N.L., 墨西哥",按摩/养生,4,44,ChIJ8T3iUcy_YoYRIG24tfax9zA,25.6645469,-100.3396587,按摩｜蒙特雷
Miel y Miel Nails,"Av. Prof. Moisés Sáenz 1236-2, Leones, 64600 Monterrey, N.L., 墨西哥",美容/美发/美甲,5,18,ChIJXQ34-FeVYoYRJnkuUCuiK4M,25.69548,-100.3481266,美甲｜蒙特雷
Mille Délices,"Av. Eugenio Garza Sada Sur 2762, Tecnologico, Distrito Tec, 64700 Monterrey, N.L., 墨西哥",甜品/茶饮,4.6,1353,ChIJVTLDeLm_YoYRlmu2QD7HsHo,25.6479607,-100.2907613,蛋糕｜蒙特雷
MIMI MONTERREY,"15 de Mayo 105A, Centro, 64000 Monterrey, N.L., 墨西哥",零售/超市,5,1,ChIJK245iE-_YoYRfuFpvUP5vXw,25.6720744,-100.3152939,食品店｜蒙特雷
Mince spa,"C. Juan Scheible 419, La Nogalera 1er Sector, 66417 Monterrey, N.L., 墨西哥",按摩/养生,5,2,ChIJF-5wXmWVYoYRE-Wz0t0QazI,25.7639698,-100.2766129,按摩｜蒙特雷
Ming Cha,"Av Manuel Ordoñez 2410, Santa Catarina, Residencial de la Sierra, 66358 Cdad. Santa Catarina, N.L., 墨西哥",甜品/茶饮,,,ChIJ45oSEaqZYoYR73XJ8uxBdZ0,25.6793412,-100.4826841,奶茶｜蒙特雷 | 茶饮｜蒙特雷
Mini Super Bernal,"Canon de Sta Cruz 909, Las Sombrillas, 66369 Cdad. Santa Catarina, N.L., 墨西哥",零售/超市,,,ChIJszAdajWZYoYRVmpuZ1LlduI,25.7016071,-100.4575473,便利店｜蒙特雷
MiniSnack “La China”,"Sobre Las Olas, Residencial Roble 3er Sector, 66414 San Nicolás de los Garza, N.L., 墨西哥",餐饮,5,5,ChIJjfjppciVYoYROiDqR9-Adw4,25.7621419,-100.2827266,小吃｜蒙特雷
Minisuper Leter,"C. Julián Villagrán 502, Centro, 64000 Monterrey, N.L., 墨西哥",零售/超市,4.5,30,ChIJ-3yh7iC-YoYR2nLCIK6MQeo,25.6725203,-100.323602,超市｜蒙特雷
Mirador Supply Chain Mexico,"Av. Carlos Salinas de Gortari, Sin Nombre de Col 26, 66600 Cdad. Apodaca, N.L., 墨西哥",物流/清关,,,ChIJbRQXeQDrYoYRpye9CAIAKiM,25.7655347,-100.2017052,物流｜蒙特雷
Mirai Paseo La Fe,"Av. Miguel Alemán 200, Residencial Talaverna, 66470 San Nicolás de los Garza, N.L., 墨西哥",餐饮,4.6,2725,ChIJc-Z0rPnqYoYRNXNObmjXOFc,25.7196659,-100.2190021,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
MiReyna Salón |Butique | Uñas | Alaciados|Espacio Emprendedor,"Laguna de Palomas 102-2, Col del Lago, 66477 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,4.6,45,ChIJOTeO7P7qYoYRdmkcNj0QbbE,25.7248466,-100.219265,美甲｜蒙特雷
Mood Hair Salon,"Av. Puerta de Hierro 510, Residencial Puerta de Hierro, 64349 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.6,47,ChIJ0YStCjaXYoYRVlhLgoq4ux8,25.7553424,-100.4156214,发廊｜蒙特雷 | 美发｜蒙特雷
Moon Nails,"Los Lirios 800, Tres Caminos 2o Sector, 67190 Guadalupe, N.L., 墨西哥",美容/美发/美甲,4.3,34,ChIJ76nEi5LBYoYRVxNEegyktFY,25.6582475,-100.1826454,美甲｜蒙特雷
MR Automotive Especialista Volkswagen Seat Audi,"C. Pico Sorata, Las Puetes 10o Sector, 66460 San Nicolás de los Garza, N.L., 墨西哥",汽车/维修,4.6,49,ChIJf5J8pa-VYoYRf4-won_HQ1U,25.7503912,-100.2695012,修车｜蒙特雷
Mr Sushi Solidaridad,"Av. Cabezada, Mirasol 1o., 64102 Monterrey, N.L., 墨西哥",餐饮,4.3,23,ChIJk-JoQQCRYoYRYxzWfMNetxE,25.7757542,-100.3841601,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
MS Hair Studio,"Los Rincones Residencial, Sector del Valle, Av. Los Pinos 300, Sin Nombre de Col 15, 66057 Cdad. Gral. Escobedo, N.L., 墨西哥",美容/美发/美甲,4.1,19,ChIJH3ASL5-TYoYRZH_KmKXmkRQ,25.7899328,-100.3099012,发廊｜蒙特雷 | 理发｜蒙特雷
MUAH Beauty Studio,"tesoro, plaza California, Av. Alfonso Reyes Supermanzana del Local 301, 302, Contry, 64859 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.5,29,ChIJaeM47pC_YoYRX2G00ONwKVg,25.64269,-100.2769798,美发｜蒙特雷
MUCHA MATCHA,"Av. José Calderón A., Jesús M. Garza, 66233 Cdad. Santa Catarina, N.L., 墨西哥",甜品/茶饮,,,ChIJe1nvawC9YoYRNcZTQZWNcjc,25.6638373,-100.4219484,奶茶｜蒙特雷
Mucha Matcha,"Av. Manuel Gómez Morín 2005, Valle de San Angel Sector Francés, 66290 San Pedro Garza García, N.L., 墨西哥",甜品/茶饮,4.3,110,ChIJWX96fcu9YoYRtZtc6HZEXuo,25.6345496,-100.3630436,奶茶｜蒙特雷
Mutea,"Av. Pablo Livas, Agua Nueva, 67190 Guadalupe, N.L., 墨西哥",甜品/茶饮,,,ChIJrXnVIADBYoYRt-TALsUmR-8,25.6576636,-100.1837913,奶茶｜蒙特雷
Mutea,"Av. Revolución, Torremolinos, 64850 Monterrey, N.L., 墨西哥",甜品/茶饮,4.7,105,ChIJU6Kar2G_YoYRvV61zrRHakM,25.6378516,-100.2734077,甜品｜蒙特雷 | 食品店｜蒙特雷
MV LOGISTICA,"Calle 9 Pte 311, Adolfo López Mateos, 66360 Cdad. Santa Catarina, N.L., 墨西哥",物流/清关,,,ChIJx9VHnDyYYoYRkWUOSMVEhWM,25.6941495,-100.4527974,物流｜蒙特雷
Myung Ga,"Av. Isidoro Sepúlveda Martínez 690, Titan S.a., 66634 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.3,668,ChIJOY42FgjrYoYRqqcBT9mRQN4,25.7418948,-100.2173021,mala tang｜蒙特雷
MÉNDEZ hair & more,"Luis Donaldo Colosio Murrieta, Sin Nombre de Col 3, 66364 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,5,5,ChIJMcpldgCZYoYRGNdPf25Pvhw,25.6893379,-100.4547307,发廊｜蒙特雷 | 理发｜蒙特雷
Nail It! Salón,"Av. Del triunfo, Los Robles 362, 66636 Cdad. Apodaca, N.L., 墨西哥",美容/美发/美甲,5,5,ChIJTxWcy76TYoYRyYB2KekauYQ,25.7781271,-100.2608051,美甲｜蒙特雷
Nails Coffee Contry,"Av. Alfonso Reyes 214, Contry, 64860 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.7,48,ChIJAQB005m_YoYR04Q6kDUQTyg,25.6408422,-100.2807835,美甲｜蒙特雷
Nails Colors,"Av. Ricardo Covarrubias 3317, Fraccionamiento Estadio, Distrito Tec, 64830 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.6,123,ChIJ88Kt75a_YoYR8t0NInquCGg,25.6523617,-100.2804568,美甲｜蒙特雷
Nails Gallery Garza Sada,"Av. Eugenio Garza Sada Sur 3001, Altavista, Distrito Tec, 64840 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.5,80,ChIJxV4BzQm_YoYRHZ97lh8i4AI,25.6452399,-100.2881093,美甲｜蒙特雷
"Nails Lizeth , Salón spa Adonay","Privadas del Bosque, 67286 Jardines de la Silla, Nuevo Leon, 墨西哥",美容/美发/美甲,4.4,8,ChIJDdZQMjHBYoYRpoDuAcGbSmo,25.6051744,-100.1773768,美甲｜蒙特雷
Nallely Beauty and color,"66367 Santa Catarina, 66367 Monterrey, N.L., 墨西哥",美容/美发/美甲,5,5,ChIJnbyWrzuZYoYRMwEwMoljbuY,25.7015593,-100.5071563,美容｜蒙特雷
Nanis Nails,"Sta. Valeria 801, 66037 Santa María, N.L., 墨西哥",美容/美发/美甲,5,2,ChIJgwbTHACbYoYRvuRKdkHtBPY,25.780543,-100.4969893,美甲｜蒙特雷
Nataly Salón & peluqueria,"Clavel 300, Fresnos VIII, 66636 Cdad. Apodaca, N.L., 墨西哥",美容/美发/美甲,5,40,ChIJExnhXgDrYoYRJf82C9so9_U,25.7694473,-100.2427896,美发｜蒙特雷
NEOQIACUPUNTURA,"Del Manzano 812, Privadas de Anáhuac, Cerrada de Anáhuac Residencial, 66059 Cdad. Gral. Escobedo, N.L., 墨西哥",医疗/中医,,,ChIJoelLcVmTYoYRdCjpwhQbZr0,25.7763216,-100.274405,针灸｜蒙特雷
Nikkori Citadel,"Av. Rómulo Garza 410-Local 15, La Fe, 66477 San Nicolás de los Garza, N.L., 墨西哥",餐饮,3.3,159,ChIJX_MwVXLrYoYRNCqopUXswOQ,25.7257437,-100.2159424,jiaozi｜蒙特雷
Nikkori Linda Vista,"Av. Miguel Alemán 4425, Linda Vista, 67123 Guadalupe, N.L., 墨西哥",餐饮,4.3,824,ChIJ2VlRoK3qYoYRGOdOtUJd0WA,25.6897474,-100.2573854,jiao zi｜蒙特雷
Nikkori San Jerónimo,"Av San Jerónimo 1104, Miravalle, 64660 Monterrey, N.L., 墨西哥",餐饮,4.3,1047,ChIJ31OP1x2WYoYRJunrLrfGzHM,25.6736263,-100.366457,jiaozi｜蒙特雷
Nikkori Sushi Cumbres Elite,"Av Paseo de los Leones 117, Cumbres Elite 5to. Sector, 64349 Monterrey, N.L., 墨西哥",餐饮,4,824,ChIJ82XnrCKXYoYR_NTeom8HKOM,25.7391878,-100.4057481,jiaozi｜蒙特雷
Nina's Beauty And Nails,"Diciembre, Hector Caballero esquina, Virginia Tafich, 66378 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,4.4,21,ChIJhSmwtZaZYoYRGgNYjxp7P_0,25.669804,-100.4563968,美甲｜蒙特雷
Nippon Sushi y más,"Av. Cordillera de los Andes 808, Residencial las Puentes, 66460 San Nicolás de los Garza, N.L., 墨西哥",餐饮,4.5,914,ChIJRSuZlMSUYoYRk1Zh8iDse2I,25.7380057,-100.2755883,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Nooda Obispado,"Belisario Domínguez 2701, Jardín, 64050 Monterrey, N.L., 墨西哥",餐饮,4.5,562,ChIJZTS_-XiVYoYR-gzUy1av9g4,25.6745057,-100.3500056,面馆｜蒙特雷
Northeast BBQ,"Puerto Padre Kino 5521, Las Brisas 10o. Sector, 64790 Monterrey, N.L., 墨西哥",餐饮,4.8,156,ChIJy9_qHkW_YoYRsq6u2OWNTIg,25.6232339,-100.287843,烧烤｜蒙特雷
novara II,"Calle Colegio Civil 1127, Sarabia, 64000 Monterrey, N.L., 墨西哥",手机/电子/IT,,,ChIJpfRJHwCVYoYRapjahwgHCWY,25.685255,-100.3140679,手机｜蒙特雷
Novi Nail Spa,"Junto al Starbucks, Av. Revolución 2703-Local L-S57, Nuevo Sur, Distrito Tec, 64830 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.9,113,ChIJydM3KwC_YoYRJ-8lg9hOV0w,25.6534058,-100.2748256,美甲｜蒙特雷
O-MART Korean Oriental Market,"Antiguo Camino A. Huinala 100, El Milagro, 66634 Cdad. Apodaca, N.L., 墨西哥",零售/超市,4.5,486,ChIJsaFU-rvrYoYRKNt6xEoP7_s,25.7470655,-100.1988837,超市｜蒙特雷 | 食品店｜蒙特雷
Oh My Hair Studio,"Miguel Hidalgo Y Costilla 801-local 23, Centro, 66460 San Nicolás de los Garza, N.L., 墨西哥",美容/美发/美甲,4.5,24,ChIJna_Ayy2VYoYRL_Wk4PPUNKM,25.7486259,-100.288329,美发｜蒙特雷
Old Jimmy's BBQ #EstanzuelaTx,"C. Acueducto San Francisco 100, La Estanzuela, 64988 Monterrey, N.L., 墨西哥",餐饮,4.7,433,ChIJd_aoUkDHYoYRaKRKVjqHanc,25.5650565,-100.2402079,烧烤｜蒙特雷
Old Jimmy's BBQ #TampiquitoTx,"Plutarco Elías Calles 107, Barrio Tampiquito, Tampiquito, 66240 San Pedro Garza García, N.L., 墨西哥",餐饮,4.6,742,ChIJ2zq1Epq9YoYRHlsFzgprnqg,25.6532878,-100.3811416,烧烤｜蒙特雷
Om Shanti Center & SPA,"Pedregal del Peñasco 6884, Pedregal La Silla, 64898 Monterrey, N.L., 墨西哥",按摩/养生,4.5,120,ChIJpWSSyUS_YoYR8tbHXw1aN_E,25.6046482,-100.2558161,按摩｜蒙特雷
Oriental Market,"Cerro del Caido, Av. Fundadores 1001, Alfareros, 64753 Monterrey, N.L., 墨西哥",零售/超市,4.6,788,ChIJn9Z63lC-YoYRmrY0cQyzrDg,25.6355824,-100.3134814,亚洲超市｜蒙特雷 | 超市｜蒙特雷
Oriental Wok,"Av Insurgentes 2500-L-546, Vista Hermosa, 64620 Monterrey, N.L., 墨西哥",餐饮,4.6,3213,ChIJF-YS0wWWYoYRl0HFQP86jqA,25.6808913,-100.3557035,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Oriental Wok,"Av Lázaro Cárdenas 1000, Paseo de Las Privanzas, 64750 Monterrey, N.L., 墨西哥",餐饮,4.7,1649,ChIJeRPjRVC-YoYR8gg8iBMuOsY,25.6384433,-100.3155009,中餐馆｜蒙特雷 | 中餐｜蒙特雷
Oriental Wok Anáhuac,"Local 110 Plaza La Joya, Av. Manuel L. Barragán 550, Valle de Anáhuac, 66457 San Nicolás de los Garza, N.L., 墨西哥",餐饮,4.6,4699,ChIJUSIW7l2UYoYRfmWsmC4oTfw,25.7376828,-100.3146751,jiao zi｜蒙特雷 | jiaozi｜蒙特雷
Oriental Wok Concordia,"Avenida Ébano, Misión San José 801 Colonia, Ebanos IV, 66612 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.7,6173,ChIJxS6Un3PtYoYRAmZTRIeAQuU,25.7847464,-100.2351587,jiaozi｜蒙特雷
ORIENTAL WORLD,"AVE. MANUEL ORDOÑEZ ESQ. CON CALLE LUIS CANAVATI # 2640. INT. PARTE DE SUB-ANCLA ¨A¨, 66358 Cdad. Santa Catarina, N.L., 墨西哥",零售/超市,5,1,ChIJIbV8zTCZYoYR8pp6rPIIWIc,25.6840898,-100.486041,百货｜蒙特雷
Original China Acupuntura,"Blvd. Puerta del Sol 319 Plaza-local 7, Colinas de San Jerónimo 1o. Sector, 64630 Monterrey, N.L., 墨西哥",医疗/中医,3.2,6,ChIJpxJ1ViG-YoYRE5CQVfASgaw,25.6834807,-100.3618246,中医｜蒙特雷 | 针灸｜蒙特雷
OXXO,"Perimetral Norte Y Villa De Genova S/N, Av. Perimetral Nte., Villas del Mirador, 66365 Cdad. Santa Catarina, N.L., 墨西哥",零售/超市,3.1,17,ChIJ13iXsiGYYoYRYmWc8TeFkoo,25.6913129,-100.4423171,便利店｜蒙特雷
OXXO,"Villa De Santiago Y Villa Real 205, Villas De Santiago, Las Villas, 66420 San Nicolás de los Garza, N.L., 墨西哥",零售/超市,4.2,19,ChIJa6rX-WaUYoYRNWkTp9sQ0po,25.7489956,-100.3128012,便利店｜蒙特雷
OXXO Palermo sta,"Palermo Y Genova 337, Roma, Santa Magdalena, 66147 Cdad. Santa Catarina, N.L., 墨西哥",零售/超市,3.5,33,ChIJ18jZqoOXYoYRLvLP6fxQ-lY,25.6810512,-100.4295563,便利店｜蒙特雷
P.F. Chang's Nuevo Sur,"Av. Revolución 2703, Ladrillera, Distrito Tec, 64830 Monterrey, N.L., 墨西哥",餐饮,4.3,1442,ChIJVVVVJZW_YoYRoIfSislWrv0,25.6533339,-100.2748904,xiaolongbao｜蒙特雷
Pablo Alvarado Salon,"Av. Perimetral Nte. 705, Colinas de Santa Catarina, 66360 Cdad. Santa Catarina, N.L., 墨西哥",美容/美发/美甲,4.6,37,ChIJqWUeCkCZYoYRK2OolNeXZko,25.6922917,-100.4443189,发廊｜蒙特雷 | 理发｜蒙特雷
Pasta de china,"Avenida Concordia, Sta. Rosa - Mezquital 66610, 66609 Cdad. Apodaca, N.L., 墨西哥",餐饮,4.9,38,ChIJC0PLHQDtYoYRD4a9B-NIGdk,25.7854375,-100.2270045,中餐｜蒙特雷
Pastelería El Fondant & Yo,"Balcón del Pinal 3202, Balcones de Alta Vista, 64770 Monterrey, N.L., 墨西哥",甜品/茶饮,4.9,7,ChIJo6g66O3qYoYRh1cFWmUplBw,25.6377682,-100.2942098,蛋糕｜蒙特雷
Pastelerías Panyoli Lindavista,"Miguel Alemán esquina con Av. Churubusco 1105 Plaza Linda Vista, Fierro, 64590 Monterrey, N.L., 墨西哥",甜品/茶饮,4.6,738,ChIJjZkgOCq-YoYR8uCXwFautJY,25.686609,-100.2672081,蛋糕｜蒙特雷
"Peluqueria ""Nyko""","Niza 355, Valle del Nte., 65515 Valle del Nte., N.L., 墨西哥",美容/美发/美甲,4.8,12,ChIJvzHmerbzYoYR5RWrOOYuVI4,25.8797921,-100.2596632,美发｜蒙特雷
Peluqueria Galanes Av El Jaral,"Av. El Jaral 631, 66559 Monterrey, N.L., 墨西哥",美容/美发/美甲,4.7,47,ChIJA58_OS6TYoYRDPU_5lqWg8o,25.8602828,-100.3168873,理发｜蒙特雷
PELUQUERIA Y BARBERIA SOSA,"Esq. Calle Constitucion, Constitución, Santa Catarina, Santa Julia, 66376 N.L., 墨西哥",美容/美发/美甲,4.8,15,ChIJIWnKOAiYYoYRkfzp8wc_X3s,25.6660709,-100.4535191,理发｜蒙特雷
Peluquería ‍ ️ ‍ ️,"Oporto 741, Valle de Lincoln, 66026 Valle de Lincoln, N.L., 墨西哥",美容/美发/美甲,5,15,ChIJZ2FRHgWdYoYRs1u2LR9C03A,25.8106177,-100.4850568,发廊｜蒙特雷 | 理发｜蒙特雷 | 美发｜蒙特雷
Peonies Nails & Beauty Bar,"Río Orinoco 225-Local 204, Plaza Meridian II, 66220 San Pedro Garza García, N.L., 墨西哥",美容/美发/美甲,4.9,55,ChIJpzGeRUG9YoYRbR-9bnC9yAA,25.6591773,-100.3625121,美甲｜蒙特雷
